HE01	HE02	HE03	HE04	HE05	HE06	HE07	HE08	HE09	HE10	HE11	HE12	HE13	HE14	HE15	HE16	HE17	HE18	HE19	HE20	HE21	HE22	HE23	HE24	
2404.11	2361.857	2325.826	2356.039	2454.564	2678.404	3047.019	3230.868	3233.092	3202.913	3064.055	2968.089	2988.013	2924.449	2921.083	2929.426	3005.699	3219.209	3147.123	3094.833	3038.745	2878.113	2730.058	2534.358	
2375.091	2294.668	2273.857	2277.581	2377.215	2575.612	2980.281	3202.316	3230.673	3164.65	3216.108	3232.47	3262.453	3288.739	3312.641	3333.001	3462.755	3491.692	3393.073	3296.173	3131.727	3010.492	2767.442	2591.727	
2420.022	2347.222	2304.781	2315.888	2413.326	2619.737	3008.639	3225.823	3234.151	3197.137	3096.928	2996.359	3004.64	2943.34	2987.911	2940.964	3096.527	3262.586	3282.523	3226.926	3143.106	3006.434	2863.434	2676.151	
2537.05	2481.19	2439.971	2466.948	2512.233	2765.627	3103.848	3282.28	3290.552	3237.768	3270.124	3227.402	3143.302	3200.402	3161.963	3184.466	3271.276	3511.298	3442.844	3394.925	3307.635	3220.768	3037.542	2866.773	
2745.771	2677.509	2686.135	2694.797	2823.441	3092.165	3507.073	3712.641	3613.371	3557.556	3441.423	3384.274	3301.157	3300.558	3283.399	3326.153	3481.376	3702.531	3640.796	3549.099	3438.024	3323.404	3188.62	3038.83	
2899.034	2839.383	2762.055	2768.403	2770.659	2870.506	2986.191	3153.825	3203.81	3233.915	3191.512	3145.413	3073.18	3020.306	2989.654	3003.473	3137.346	3396.195	3402.737	3400.275	3363.993	3311.514	3219.99	3065.563	
2992.422	2881.857	2783.869	2814.349	2755.802	2817.092	2902.688	3010.366	3056.274	3199.419	3189.867	3116.473	3090.45	3035.08	3071.222	3086.75	3185.792	3338.79	3379.419	3333.398	3307.997	3170.969	2985.648	2777.749	
2666.983	2518.177	2498.098	2519.43	2594.114	2879.105	3197.937	3411.619	3413.894	3366.247	3359.669	3285.07	3281.172	3134.233	3037.935	3039.43	3113.088	3352.35	3328.784	3264.335	3132.272	3050.114	2866.306	2643.717	
2482.863	2408.677	2410.648	2419.532	2501.862	2784.922	3183.774	3413.879	3389.484	3390.212	3312.028	3137.718	3155.532	3104.431	3142.344	3194.292	3324.868	3464.995	3415.105	3324.949	3199.441	3072.592	2869.72	2655.372	
2536.275	2448.027	2438.004	2473.751	2547.068	2862.429	3265.654	3483.019	3417.886	3317.752	3210.064	3158.245	3098.703	3113.02	3108.624	3192.011	3331.907	3502.407	3452.343	3381.264	3282.152	3154.747	2973.26	2739.59	
2645.068	2554.597	2537.748	2578.474	2759.733	3099.732	3535.784	3846.301	3872.177	3869.08	3817.132	3817.177	3791.68	3819.336	3803.93	3893.104	4119.793	4400.601	4353.752	4261.281	4211.853	4075.239	3886.262	3714.068	
3563.394	3498.905	3492.406	3503.794	3616.063	3902.674	4211.774	4389.679	4382.593	4302.228	4220.703	4137.237	4054.712	4045.369	4038.689	3984.17	4134.371	4237.492	4159.436	3986.355	3862.185	3727.438	3586.486	3361.759	
3198.754	3082.882	3015.986	2973.758	3002.665	3071.387	3240.022	3353.983	3528.18	3664.006	3727.582	3693.88	3605.879	3433.546	3291.629	3216.685	3195.398	3386.474	3376.445	3317.315	3244.696	3196.484	3015.095	2833.038	
2651.342	2518.016	2405.347	2351.154	2325.525	2348.548	2394.552	2459.1	2547.203	2629.128	2712.134	2695.241	2676.269	2684.281	2783.475	2846.363	2998.049	3204.584	3223.274	3233.444	3219.92	3166.286	3025.5	2864.651	
2744.166	2658.383	2655.593	2693.252	2844.424	3126.112	3481.607	3743.18	3765.995	3713.126	3574.822	3461.547	3397.881	3395.65	3351.83	3449.775	3558.414	3813.175	3762.406	3701.765	3612.633	3511.075	3332.5	3131.51	
2960.374	2868.241	2893.441	2930.724	3093.464	3373.787	3794.401	4008.617	3955.763	3809.069	3638.009	3517.874	3451.398	3353.412	3308.121	3375.82	3476.656	3755.911	3755.464	3699.216	3605.66	3477.458	3276.699	3112.25	
2944.003	2897.208	2848.835	2899.143	2986.544	3241.211	3546.883	3759.094	3759.719	3611.173	3483.387	3358.852	3301.872	3248.662	3193.985	3209.252	3334.188	3517.361	3490.54	3391.705	3347.122	3206.604	3082.519	2905.639	
2744.532	2621.992	2556.781	2534.704	2613.444	2792.327	3149.892	3372.544	3355.156	3297.845	3188.8	3119.112	3008.002	2951.062	2958.274	2951.026	3138.569	3348.817	3299.586	3254.023	3137.485	3068.444	2903.696	2740.573	
2642.008	2582.047	2534.414	2583.35	2727.849	2964.598	3260.325	3468.128	3405.142	3375.437	3228.38	3145.644	3050.872	3025.27	2998.356	3044.978	3127.3	3344.528	3244.987	3175.261	3022.42	2968.179	2828.9	2694.935	
2550.597	2466.113	2427.928	2408.138	2400.664	2506.476	2606.797	2717.531	2900.624	3007.233	3010.985	3025.615	2983.28	2863.025	2806.917	2817.273	2805.663	2929.172	2911.414	2869.821	2846.377	2785.69	2734.1	2591.627	
2523.658	2408.879	2349.181	2388.214	2400.748	2504.654	2585.649	2681.667	2723.138	2675.93	2635.965	2537.21	2507.326	2490.972	2452.848	2483.818	2533.682	2679.512	2736.572	2771.283	2774.287	2766.762	2727.799	2657.645	
2580.116	2497.15	2455.142	2440.935	2461.577	2551.769	2637.067	2738.375	2762.943	2877.152	2933.949	2930.769	2914.758	2899.152	2860.047	2865.261	2910.25	3046.353	3028.285	2964.919	2903.53	2794.318	2700.303	2536.899	
2400.64	2262.471	2260.37	2202.742	2283.273	2478.645	2709.396	2874.33	2882.335	2948.788	2943.192	2944.718	2905.518	2808.344	2794.838	2804.606	2861.621	3028.35	2964.18	2902.672	2778.85	2708.237	2546.447	2433.585	
2293.778	2219.521	2231.929	2242.952	2353.433	2559.227	2845.675	3050.506	3090.912	3046.427	3043.398	2958.409	2930.593	2880.747	2866.639	2911.837	3007.46	3193.853	3210.279	3174.931	3052.18	2949.282	2834.505	2689.636	
2543.19	2511.161	2420.143	2464.26	2483.842	2722.417	2939.097	3169.947	3204.473	3261.349	3261.582	3225.915	3173.677	3223.241	3076.781	3027.068	3110.588	3329.633	3310.779	3210.973	3123.924	3003.261	2884.683	2727.886	
2659.665	2542.059	2502.899	2524.68	2614.048	2819.127	3094.275	3289.931	3318.338	3251.281	3347.161	3223.797	3216.344	3201.936	3155.124	3220.865	3348.314	3627.742	3464.79	3375.467	3265.266	3183.573	3024.745	2939.208	
2793.53	2765.154	2702.367	2713.168	2734.34	2811.555	2903.032	3050.513	3073.884	3094.485	3060.704	2994.612	2963.416	2847.34	2788.142	2885.074	2977.236	3162.97	3135.055	3022.258	3012.186	2872.677	2760.907	2646.557	
